20082D-11-01_S0_L001_megahit_output_virsorter_k141_856053||full_len:23284	gnl|BL_ORD_ID|237108 YP_009873893.1 |beta-glucosyl-HMC-alpha-glucosyltransferase [Tenacibaculum phage PTm1]	 score  :276.0	 e_val  :3.86851e-23	 q_start  :17734	 q_end  :18618	 s_start  :105	 s_end  :399	 align_len  :311
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|176439 YP_010083219.1 |DnaD-like helicase loader [Staphylococcus phage vB_SauS_fPfSau02]	 score  :223.0	 e_val  :9.97936e-18	 q_start  :9888	 q_end  :10265	 s_start  :18	 s_end  :141	 align_len  :129
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|173299 YP_010080076.1 |DnaD-like helicase loader [Staphylococcus phage Sebago]	 score  :221.0	 e_val  :1.87914e-17	 q_start  :9888	 q_end  :10265	 s_start  :18	 s_end  :140	 align_len  :128
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|269588 YP_009845760.1 |DNA repair exonuclease [Vibrio phage VAP7]	 score  :228.0	 e_val  :2.19732e-17	 q_start  :14099	 q_end  :14836	 s_start  :152	 s_end  :389	 align_len  :248
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|609050 YP_005102527.1 |hypothetical protein B124-14_062 [Bacteroides phage B124-14]	 score  :214.0	 e_val  :4.98313e-16	 q_start  :9864	 q_end  :10292	 s_start  :1	 s_end  :155	 align_len  :155
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|175081 YP_010081861.1 |DnaD-like helicase loader [Staphylococcus phage SP276]	 score  :206.0	 e_val  :1.52777e-15	 q_start  :9717	 q_end  :10265	 s_start  :18	 s_end  :202	 align_len  :192
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|174800 YP_010081578.1 |DnaD domain protein [Staphylococcus phage phiSP44-1]	 score  :206.0	 e_val  :1.52777e-15	 q_start  :9717	 q_end  :10265	 s_start  :18	 s_end  :202	 align_len  :192
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|175139 YP_010081919.1 |DnaD-like helicase loader [Staphylococcus phage SpT152]	 score  :204.0	 e_val  :2.61823e-15	 q_start  :9666	 q_end  :10265	 s_start  :18	 s_end  :213	 align_len  :209
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|609342 YP_005098318.1 |hypothetical protein S-CBS4_gp019 [Synechococcus phage S-CBS4]	 score  :189.0	 e_val  :6.54427e-15	 q_start  :17953	 q_end  :18228	 s_start  :1	 s_end  :94	 align_len  :102
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|619627 YP_004327143.1 |carboxypeptidase [Pseudoalteromonas phage H105/1]	 score  :185.0	 e_val  :4.01451e-14	 q_start  :15665	 q_end  :16012	 s_start  :1	 s_end  :113	 align_len  :116
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|89183 YP_010660221.1 |endolysin [Pseudoalteromonas phage HS1]	 score  :185.0	 e_val  :4.01451e-14	 q_start  :15665	 q_end  :16012	 s_start  :1	 s_end  :113	 align_len  :116
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|89050 YP_010660088.1 |endolysin [Pseudoalteromonas phage HS5]	 score  :185.0	 e_val  :4.01451e-14	 q_start  :15665	 q_end  :16012	 s_start  :1	 s_end  :113	 align_len  :116
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|426485 YP_009273376.1 |DnaD-like helicase loader [Bacillus phage vB_BhaS-171]	 score  :193.0	 e_val  :6.16709e-14	 q_start  :9957	 q_end  :10316	 s_start  :3	 s_end  :123	 align_len  :130
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|554972 YP_008241828.1 |phage tail tape measure protein [Cellulophaga phage phi46:1]	 score  :204.0	 e_val  :1.06122e-13	 q_start  :23898	 q_end  :24500	 s_start  :266	 s_end  :464	 align_len  :205
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|539153 YP_008770202.1 |replication initiation protein [Lactobacillus phage phiLdb]	 score  :177.0	 e_val  :3.70382e-13	 q_start  :10002	 q_end  :10295	 s_start  :1	 s_end  :98	 align_len  :98
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|503397 YP_009097912.1 |replication initiation protein [Lactobacillus phage Ld25A]	 score  :177.0	 e_val  :3.75067e-13	 q_start  :10014	 q_end  :10283	 s_start  :14	 s_end  :103	 align_len  :90
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|584674 YP_007236375.1 |DnaD-like helicase loader [Bacillus phage vB_BtS_BMBtp2]	 score  :180.0	 e_val  :5.82083e-12	 q_start  :9990	 q_end  :10304	 s_start  :10	 s_end  :105	 align_len  :105
20082D-11-01_S0_L001_megahit_output_virsorter_k141_217324||full_len:28752	gnl|BL_ORD_ID|640683 YP_002333593.2 |gp32 [Bacillus phage TP21-L]	 score  :179.0	 e_val  :6.94657e-12	 q_start  :9990	 q_end  :10304	 s_start  :10	 s_end  :105	 align_len  :105
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|555443 YP_008242299.1 |Calcineurin-like phosphoesterase/ Metallophosphatase [Cellulophaga phage phi14:2]	 score  :726.0	 e_val  :3.62003e-84	 q_start  :17395	 q_end  :18039	 s_start  :95	 s_end  :307	 align_len  :215
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|604137 YP_006560416.1 |hypothetical protein B618_gp17 [Nonlabens phage P12024L]	 score  :711.0	 e_val  :3.50667e-83	 q_start  :17392	 q_end  :18039	 s_start  :25	 s_end  :238	 align_len  :216
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|604077 YP_006560356.1 |hypothetical protein B617_gp16 [Nonlabens phage P12024S]	 score  :711.0	 e_val  :3.50667e-83	 q_start  :17392	 q_end  :18039	 s_start  :25	 s_end  :238	 align_len  :216
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|404459 YP_009324570.1 |terminase large subunit [Flavobacterium phage Fpv6]	 score  :670.0	 e_val  :2.59961e-75	 q_start  :25109	 q_end  :26191	 s_start  :33	 s_end  :399	 align_len  :369
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|402313 YP_009322424.1 |terminase large subunit [Flavobacterium phage Fpv5]	 score  :670.0	 e_val  :2.59961e-75	 q_start  :25109	 q_end  :26191	 s_start  :33	 s_end  :399	 align_len  :369
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|402207 YP_009322318.1 |terminase large subunit [Flavobacterium phage Fpv8]	 score  :670.0	 e_val  :2.59961e-75	 q_start  :25109	 q_end  :26191	 s_start  :33	 s_end  :399	 align_len  :369
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|401141 YP_009321252.1 |terminase large subunit [Flavobacterium phage Fpv7]	 score  :670.0	 e_val  :2.59961e-75	 q_start  :25109	 q_end  :26191	 s_start  :33	 s_end  :399	 align_len  :369
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|405147 YP_009325258.1 |terminase large subunit [Flavobacterium phage Fpv11]	 score  :656.0	 e_val  :1.84224e-73	 q_start  :25109	 q_end  :26191	 s_start  :33	 s_end  :401	 align_len  :371
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|403607 YP_009323718.1 |terminase large subunit [Flavobacterium phage Fpv10]	 score  :656.0	 e_val  :1.84224e-73	 q_start  :25109	 q_end  :26191	 s_start  :33	 s_end  :401	 align_len  :371
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|678988 YP_112527.1 |hypothetical protein PHG11b_51 [Flavobacterium phage 11b]	 score  :641.0	 e_val  :7.69545e-72	 q_start  :17359	 q_end  :18039	 s_start  :151	 s_end  :376	 align_len  :227
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|605031 YP_006546303.1 |PBSX family terminase large subunit [Thermoanaerobacterium phage THSA-485A]	 score  :510.0	 e_val  :6.29776e-54	 q_start  :25094	 q_end  :26176	 s_start  :24	 s_end  :392	 align_len  :373
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|78827 YP_010649865.1 |terminase large subunit [Vibrio phage vB_VpP_BT-1011]	 score  :484.0	 e_val  :1.51218e-50	 q_start  :25097	 q_end  :26158	 s_start  :8	 s_end  :376	 align_len  :377
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|604067 YP_006560346.1 |phage portal protein [Nonlabens phage P12024S]	 score  :474.0	 e_val  :8.45813e-48	 q_start  :10647	 q_end  :11726	 s_start  :1	 s_end  :355	 align_len  :363
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|604126 YP_006560405.1 |phage portal protein [Nonlabens phage P12024L]	 score  :473.0	 e_val  :1.15042e-47	 q_start  :10647	 q_end  :11726	 s_start  :1	 s_end  :355	 align_len  :363
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|554966 YP_008241822.1 |phage terminase large subunit [Cellulophaga phage phi46:1]	 score  :433.0	 e_val  :9.62703e-44	 q_start  :25097	 q_end  :26155	 s_start  :21	 s_end  :400	 align_len  :387
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|682406 NP_958532.1 |PBSX family terminase large subunit [Lactobacillus prophage Lj928]	 score  :423.0	 e_val  :2.10725e-42	 q_start  :25118	 q_end  :26161	 s_start  :35	 s_end  :404	 align_len  :372
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|435906 YP_009223103.1 |terminase large subunit [Lactobacillus phage LfeSau]	 score  :411.0	 e_val  :7.66687e-41	 q_start  :25118	 q_end  :26173	 s_start  :35	 s_end  :405	 align_len  :375
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|585541 YP_007237242.1 |putative terminase large subunit [Clostridium phage phi8074-B1]	 score  :405.0	 e_val  :3.61113e-40	 q_start  :25085	 q_end  :26158	 s_start  :20	 s_end  :393	 align_len  :376
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|600354 YP_006905872.1 |terminase large subunit [Listeria phage P70]	 score  :385.0	 e_val  :2.91833e-37	 q_start  :25082	 q_end  :26158	 s_start  :26	 s_end  :427	 align_len  :405
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|553576 YP_008240431.1 |terminase large subunit [Listeria phage LP-110]	 score  :385.0	 e_val  :2.91833e-37	 q_start  :25082	 q_end  :26158	 s_start  :26	 s_end  :427	 align_len  :405
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|514953 YP_009045158.1 |terminase large subunit [Listeria phage LP-114]	 score  :385.0	 e_val  :2.91833e-37	 q_start  :25082	 q_end  :26158	 s_start  :26	 s_end  :427	 align_len  :405
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|553717 YP_008240573.1 |terminase large subunit [Listeria phage LP-037]	 score  :385.0	 e_val  :3.26538e-37	 q_start  :25082	 q_end  :26158	 s_start  :26	 s_end  :427	 align_len  :405
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|513979 YP_009044184.1 |terminase large subunit [Listeria phage LP-026]	 score  :385.0	 e_val  :3.26538e-37	 q_start  :25082	 q_end  :26158	 s_start  :26	 s_end  :427	 align_len  :405
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|691343 NP_795683.1 |putative terminase large subunit [Streptococcus phage 315.6]	 score  :383.0	 e_val  :3.61105e-37	 q_start  :25109	 q_end  :26173	 s_start  :37	 s_end  :408	 align_len  :376
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|655673 YP_001469206.1 |PBSX family terminase large subunit [Streptococcus phage P9]	 score  :383.0	 e_val  :3.61105e-37	 q_start  :25109	 q_end  :26173	 s_start  :37	 s_end  :408	 align_len  :376
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|672930 YP_239489.1 |terminase large subunit [Staphylococcus phage 187]	 score  :382.0	 e_val  :9.13661e-37	 q_start  :25148	 q_end  :26161	 s_start  :67	 s_end  :422	 align_len  :364
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|175190 YP_010081970.1 |terminase large subunit [Staphylococcus phage vB_SpsM_WIS42]	 score  :369.0	 e_val  :2.60565e-35	 q_start  :25148	 q_end  :26161	 s_start  :45	 s_end  :400	 align_len  :358
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|175163 YP_010081943.1 |terminase large subunit [Staphylococcus phage SpT152]	 score  :369.0	 e_val  :2.60565e-35	 q_start  :25148	 q_end  :26161	 s_start  :45	 s_end  :400	 align_len  :358
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|175106 YP_010081886.1 |terminase large subunit [Staphylococcus phage SP276]	 score  :369.0	 e_val  :2.60565e-35	 q_start  :25148	 q_end  :26161	 s_start  :45	 s_end  :400	 align_len  :358
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|175002 YP_010081782.1 |terminase large subunit [Staphylococcus phage SP197]	 score  :369.0	 e_val  :2.60565e-35	 q_start  :25148	 q_end  :26161	 s_start  :45	 s_end  :400	 align_len  :358
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|174971 YP_010081751.1 |terminase large subunit [Staphylococcus phage SP120]	 score  :369.0	 e_val  :2.60565e-35	 q_start  :25148	 q_end  :26161	 s_start  :45	 s_end  :400	 align_len  :358
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|174842 YP_010081622.1 |terminase large subunit [Staphylococcus phage SN8]	 score  :369.0	 e_val  :2.60565e-35	 q_start  :25148	 q_end  :26161	 s_start  :45	 s_end  :400	 align_len  :358
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|673007 YP_239566.1 |terminase large subunit [Staphylococcus phage 69]	 score  :368.0	 e_val  :5.04339e-35	 q_start  :25148	 q_end  :26155	 s_start  :67	 s_end  :420	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|663328 YP_873987.1 |terminase large subunit [Staphylococcus phage phinm1]	 score  :364.0	 e_val  :1.30755e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|607221 YP_006382289.1 |PBSX family terminase large subunit [Staphylococcus phage TEM123]	 score  :364.0	 e_val  :1.30755e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|456338 YP_009209013.1 |terminase large subunit [Staphylococcus phage phinm2]	 score  :364.0	 e_val  :1.30755e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|173006 YP_010079783.1 |PBSX family terminase large subunit [Staphylococcus phage TEM126]	 score  :364.0	 e_val  :1.30755e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|555029 YP_008241885.1 |terminase large subunit [Staphylococcus phage SA12]	 score  :363.0	 e_val  :1.44946e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|172968 YP_010079745.1 |PBSX family terminase large subunit [Staphylococcus phage SP5]	 score  :363.0	 e_val  :1.44946e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|172804 YP_010079581.1 |terminase large subunit [Staphylococcus phage SA75]	 score  :363.0	 e_val  :1.44946e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|172744 YP_010079521.1 |terminase large subunit [Staphylococcus phage HSA84]	 score  :363.0	 e_val  :1.44946e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|690852 NP_803283.1 |terminase large subunit [Staphylococcus phage phi 11]	 score  :364.0	 e_val  :1.71284e-34	 q_start  :25148	 q_end  :26155	 s_start  :67	 s_end  :420	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|662452 YP_001004302.1 |terminase large subunit [Staphylococcus phage phiETA2]	 score  :362.0	 e_val  :2.10816e-34	 q_start  :25148	 q_end  :26155	 s_start  :45	 s_end  :398	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|673076 YP_239642.1 |terminase large subunit [Staphylococcus phage 53]	 score  :361.0	 e_val  :3.96541e-34	 q_start  :25148	 q_end  :26155	 s_start  :67	 s_end  :420	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|659948 YP_001285355.1 |terminase large subunit [Staphylococcus phage 80alpha]	 score  :361.0	 e_val  :3.96541e-34	 q_start  :25148	 q_end  :26155	 s_start  :67	 s_end  :420	 align_len  :362
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|466117 YP_009218881.1 |terminase large subunit [Enterococcus phage vB_EfaS_IME198]	 score  :355.0	 e_val  :1.63546e-33	 q_start  :25100	 q_end  :26176	 s_start  :31	 s_end  :408	 align_len  :381
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|557323 YP_008320481.1 |phage terminase large subunit [Streptococcus phage SP-QS1]	 score  :355.0	 e_val  :1.76258e-33	 q_start  :25100	 q_end  :26176	 s_start  :31	 s_end  :408	 align_len  :381
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|355517 YP_009603987.1 |phage terminase large subunit [Enterococcus phage SAP6]	 score  :355.0	 e_val  :1.76258e-33	 q_start  :25100	 q_end  :26176	 s_start  :31	 s_end  :408	 align_len  :381
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|355419 YP_009603889.1 |terminase large subunit [Enterococcus phage IMEEF1]	 score  :354.0	 e_val  :2.06645e-33	 q_start  :25100	 q_end  :26176	 s_start  :31	 s_end  :408	 align_len  :381
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|278459 YP_009854631.1 |terminase large subunit [Flavobacterium phage vB_FspS_filifjonk9-1]	 score  :345.0	 e_val  :1.81016e-32	 q_start  :25055	 q_end  :26158	 s_start  :3	 s_end  :386	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|172676 YP_010079453.1 |terminase large subunit [Staphylococcus phage Baq_Sau1]	 score  :337.0	 e_val  :2.10066e-32	 q_start  :25400	 q_end  :26155	 s_start  :1	 s_end  :266	 align_len  :270
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|278535 YP_009854707.1 |terminase large subunit [Flavobacterium phage vB_FspS_hattifnatt9-1]	 score  :343.0	 e_val  :3.87135e-32	 q_start  :25055	 q_end  :26158	 s_start  :3	 s_end  :386	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|279162 YP_009855334.1 |terminase large subunit [Flavobacterium phage vB_FspS_snusmum6-1]	 score  :342.0	 e_val  :4.41479e-32	 q_start  :25055	 q_end  :26158	 s_start  :3	 s_end  :386	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|279229 YP_009855401.1 |terminase large subunit [Flavobacterium phage vB_FspS_stinky9-1]	 score  :342.0	 e_val  :5.12982e-32	 q_start  :25055	 q_end  :26158	 s_start  :3	 s_end  :386	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|279017 YP_009855189.1 |terminase large subunit [Flavobacterium phage vB_FspS_sniff9-1]	 score  :342.0	 e_val  :5.12982e-32	 q_start  :25055	 q_end  :26158	 s_start  :3	 s_end  :386	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|278808 YP_009854980.1 |terminase large subunit [Flavobacterium phage vB_FspS_morran9-1]	 score  :342.0	 e_val  :5.12982e-32	 q_start  :25055	 q_end  :26158	 s_start  :3	 s_end  :386	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|278735 YP_009854907.1 |terminase large subunit [Flavobacterium phage vB_FspS_lillamy9-1]	 score  :342.0	 e_val  :5.12982e-32	 q_start  :25055	 q_end  :26158	 s_start  :3	 s_end  :386	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|554903 YP_008241759.1 |phage terminase large subunit [Cellulophaga phage phi19:1]	 score  :343.0	 e_val  :1.33005e-31	 q_start  :25055	 q_end  :26161	 s_start  :3	 s_end  :457	 align_len  :460
